PC1,PC2,Placed
0.8056267836236018,2.35657385312426,Yes
1.5186320669900901,0.9286757145519601,No
-2.188757190353882,-0.11713256705064977,No
-1.0016122568271484,0.23999594769018337,No
0.797783434352259,0.14251107670445332,No
0.9294140336490013,1.1904035644386854,Yes
0.21678289826154132,1.4969011829267758,Yes
-1.0504710188265056,-0.7719590715005693,No
-0.34118285274800836,-1.0679024998684916,No
0.4885005532422355,-1.386513151394473,No
1.7480114837959766,0.28896052142380796,No
2.3627597050688784,-0.5041679537977501,No
-0.3325487324020569,1.0121372419324708,Yes
-1.953156095666184,-0.40289042456453733,No
1.7575794777122158,-1.5763579470488187,No
-2.488159221800647,0.37684075382423554,No
-1.0142953318231378,1.5657459738715553,No
-0.07613384078263846,-0.8741471469496788,No
0.32066093119669387,1.3964589800897664,No
-2.0844711815700734,0.7293460210406625,No
0.3512359719996744,1.1191045827764146,No
0.431172214260654,-0.8504379090226144,No
-0.31725107061495683,0.06581162434123694,No
1.8581527707814969,0.10670198231228485,Yes
-0.7151191586554864,0.380412472216087,No
-1.2796517482776555,1.2727377239379167,No
-0.3091783309529587,0.033563513084999684,Yes
-0.5551777146919085,-1.0798463171449304,No
0.4691010448875117,-0.13141730049183473,No
-0.46537654658636485,1.1802728947504928,No
-0.18772862955177713,0.9274505792273505,Yes
2.178569689293673,0.6922893766568395,Yes
-0.28367040606004285,1.8500225654671918,Yes
-0.5468664548774707,1.2041275458110383,No
-1.0496049521605313,0.6381267454672572,No
0.7965866685466346,-0.9763750510006557,No
-1.707277565405964,0.20896279820177108,No
0.4829107485060802,-1.0601885247664502,No
2.469161346854322,1.0027314957191111,No
-0.7291726488248786,2.3266548782979757,No
-0.8055228115590201,-0.8431483098831828,No
0.5483556828763826,-0.08895953714333076,No
1.1950669425311327,-1.6481838674905152,No
-0.620469120876732,-0.31164188676511745,No
1.334728321967313,-0.06693780779651419,No
-1.4050347521753108,-0.5252895568855327,No
-1.1174116318858702,0.25890649257299597,No
1.0081326458818118,-2.0263083737684635,No
-1.6967401687431178,-1.2338381685733824,No
-0.657255968294589,0.9883086086641922,No
0.220167188346856,-0.631940715177515,No
1.661763196845009,-0.7352219649033775,No
-1.778887555760006,-1.2056336255943942,No
-0.5126013778280093,-0.8926574799273012,No
-2.2656017203415786,-0.6389098397292053,No
-1.3734740485855579,-0.92797523984835,No
0.4139361993915251,0.2580337060436543,No
0.3466494461564759,-2.0914398989625718,No
-1.5000951157602251,-1.3491864916652896,No
-1.3069063256550983,-1.7703455647136337,No
-2.239388003236561,-0.7486637566784741,No
0.9617751627885895,-0.2745970190186639,No
1.1207228177044313,0.9754769618367001,Yes
-0.6908296020301904,-0.5843156947619502,No
0.30026456021144204,0.7694867294867302,No
-1.4148138491104023,0.09581149823251998,No
0.937294240480545,-0.933191188719689,No
0.35509922722638015,0.3266468467097196,No
-2.042131398156132,0.1470514081417135,No
0.9373475287880166,0.3971256609858291,No
0.8544587577252257,0.9822755379093352,Yes
2.328927557369161,-0.6045453722290316,No
-0.8457815034001512,2.267023762136169,Yes
-0.3697517434732363,2.2833052504074915,No
-0.37217365682543607,-0.944463691233738,No
0.033619681383952285,0.33097671795327877,No
-1.0869099145798027,-0.0647397418930198,No
0.08087052538729562,-0.576610600285311,No
-0.5068731936525797,0.031794023252828325,No
1.4549779626413373,0.926932112529302,Yes
0.3117921487345428,0.4899247664627148,No
0.6330983143655968,0.99156037453054,No
-0.7073126397825062,0.46755104481035165,No
1.5954367595390953,0.16682858350678217,No
0.8657269148093806,0.4683249558058719,Yes
-1.976434502633774,-0.44980772144888886,No
-0.007226805329635903,2.3121772432323255,Yes
1.4334432575639073,8.453144226136816e-05,No
1.5674646511105779,0.3521637702383571,No
0.8342180657377073,-1.331975448081281,No
-0.38925738217262923,0.2979047634611051,No
1.4761990167647736,-0.4076132203699943,No
0.9727268134343846,-0.6665881494274528,No
-0.04762531978039211,-0.9543778246914456,No
-2.10110509512461,-0.34319950709867386,No
1.2565118309454921,0.06596503735146117,No
0.5080972357397794,-1.559829440405274,No
0.10326994881156258,-1.4242947756857143,No
1.2274003810671004,-0.35411327072491655,Yes
1.6522933488641058,-1.375281381408361,No
